"Source","Destination","SHA256","Status"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\mythology\git-history\d9c20b0d24bb.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\mythology\git-history\d9c20b0d24bb.html","B0B78EF100166AB6FBBD7AA7169BBD76C2E065A65EBC468F43FE6086478B981D","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\mythology\git-history\f3c6fc90d275.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\mythology\git-history\f3c6fc90d275.html","2C1422BFC3204AFF397AC7CE963B00C9005ECC0BFAB02F25AC90FDCDFF7FFE80","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\mythology\legacy-constructs\thresholdmythology.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\mythology\legacy-constructs\thresholdmythology.html","98BC1E32A838619F3CF777F57B101A06B4CCA02CA98F432C56684AB5BBCCAE2A","COPIED"
"C:\Threshold-Node-Source-audit\threshold\core\discover.html","C:\Threshold\html-inventory\node-source-audit\threshold\core\discover.html","6C66CA410F6AE8BE7C1733EA90EB70DFBFB6326B2DFD8E73C9C8DE91D43CAB36","COPIED"
"C:\Threshold-Node-Source-audit\threshold\core\engine.html","C:\Threshold\html-inventory\node-source-audit\threshold\core\engine.html","13C55D4E4D31F3EDEF3191D7085493E23A036CA5A1FB3D9FE30CF56C428F7BC3","COPIED"
"C:\Threshold-Node-Source-audit\threshold\core\ethos.html","C:\Threshold\html-inventory\node-source-audit\threshold\core\ethos.html","9339AAF1E971F5D27E1EA079A16B8B3D8A45DE45CBA284675C493BE6C9EC3DAF","COPIED"
"C:\Threshold-Node-Source-audit\threshold\core\housegarden.html","C:\Threshold\html-inventory\node-source-audit\threshold\core\housegarden.html","2E0494C20C7E0DF64DE47F5677B49745835158201C9CCB4E82A64870A6AB43C2","COPIED"
"C:\Threshold-Node-Source-audit\threshold\core\index.html","C:\Threshold\html-inventory\node-source-audit\threshold\core\index.html","6243B3366FC3BF59267B52D57FB51D464B774F74EBF69383310D7DD42E846E4E","COPIED"
"C:\Threshold-Node-Source-audit\threshold\core\invitation.html","C:\Threshold\html-inventory\node-source-audit\threshold\core\invitation.html","99DDCCA9C0604AC56608C7948E08E77802A650478D6A2343ACADC3CA04F4932A","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\house-and-garden\index.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\house-and-garden\index.html","C0BD83142B873E88597952F05550B3743A3169025327022F95F09032BB01073D","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\house-and-garden\prototype-core\index.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\house-and-garden\prototype-core\index.html","2E0494C20C7E0DF64DE47F5677B49745835158201C9CCB4E82A64870A6AB43C2","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\house-and-garden\v1-legacy-rooms\index.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\house-and-garden\v1-legacy-rooms\index.html","7B4735B6C5DA4C61C1F5487E36A88D5E16DA48DF43A0FEB74AD49AA896567F68","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\house-and-garden\v2-inline-flower\housegarden.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\house-and-garden\v2-inline-flower\housegarden.html","E517AC4DE3A2B69766F6BF611529805E3B61EF2770BAF42B4A6C4838C355C2CD","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\house-and-garden\v2-inline-flower\index.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\house-and-garden\v2-inline-flower\index.html","A067D668C891C5BD4F438739D8E20D194E3591BF87E072280595D74F12C99CAB","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\house-and-garden\v2-inline-flower\source.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\house-and-garden\v2-inline-flower\source.html","E517AC4DE3A2B69766F6BF611529805E3B61EF2770BAF42B4A6C4838C355C2CD","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\house-and-garden\v3-worker-current\index.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\house-and-garden\v3-worker-current\index.html","B89025859119F929F1F5109618A3EE1015BFD454305580BF0E26E8A9A0DCA557","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\house-and-garden\v3-worker-current\source.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\house-and-garden\v3-worker-current\source.html","A5F18F18C7AB41469247D317600129D57E2FFF8E95249BF51454A3EC96265F5B","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\index.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\index.html","655A926814493D8CA81AA5579D8E9C2D35447DE970846C621EED5F0D56F35813","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-1-hub\home\index.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-1-hub\home\index.html","5F233F175096B9D9ABBEA0B853597ED0CA71F21AA7AD02CE62427D927DAA2FAF","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-1-hub\home\core-prototype\source.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-1-hub\home\core-prototype\source.html","6243B3366FC3BF59267B52D57FB51D464B774F74EBF69383310D7DD42E846E4E","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-1-hub\home\current\source.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-1-hub\home\current\source.html","A2E90F7FE71A02025A5424AC2CDD51D412E6DC11ADE16D0EEDE1FF94E0980DFC","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-1-hub\home\git-history\0a6c149661f2.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-1-hub\home\git-history\0a6c149661f2.html","6243B3366FC3BF59267B52D57FB51D464B774F74EBF69383310D7DD42E846E4E","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-1-hub\home\git-history\49b41f07ea06.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-1-hub\home\git-history\49b41f07ea06.html","59FB2C097E50A1D24BC37A156FBAEC067E0817F1A7F294C5A6C4A171587C86B6","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-1-hub\home\git-history\5f52e4854e80.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-1-hub\home\git-history\5f52e4854e80.html","653EA59BBC3C4DFC4E40BC9A394B27B15FEFFFA257838492FE86930A9BE47A9A","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-1-hub\home\git-history\91d7607d90b5.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-1-hub\home\git-history\91d7607d90b5.html","F1E66B72AED1D8AC25535118CD5EC3A2DB018AB2D2BD357175A9ED68C07CDE7A","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-1-hub\home\git-history\997b47570435.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-1-hub\home\git-history\997b47570435.html","2510681DAD9E091AB5F9B37524F4D98074DF73B66E62C6C8814AE9F32074276F","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-1-hub\home\git-history\d73b8e3cac40.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-1-hub\home\git-history\d73b8e3cac40.html","965392D18A37B527D57E086BB345B2240D8C6F5B58F62479DAD9EC03154705B1","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-1-hub\home\git-history\e0164f851c94.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-1-hub\home\git-history\e0164f851c94.html","59FB2C097E50A1D24BC37A156FBAEC067E0817F1A7F294C5A6C4A171587C86B6","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-1-hub\home\git-history\e206be1ac154.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-1-hub\home\git-history\e206be1ac154.html","307FC8DF6907007648E98BB136B3D5E3668CC1972C6FB558441825D738B0D190","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-1-hub\home\git-history\e4524f8621aa.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-1-hub\home\git-history\e4524f8621aa.html","7B4735B6C5DA4C61C1F5487E36A88D5E16DA48DF43A0FEB74AD49AA896567F68","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-1-hub\home\git-history\e965c6f03737.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-1-hub\home\git-history\e965c6f03737.html","448A10A43203E60DEE85105F478ED153FF5949E6CB64887D1193CAF9E0BDA921","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-1-hub\home\git-history\feb7d525602e.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-1-hub\home\git-history\feb7d525602e.html","A2E90F7FE71A02025A5424AC2CDD51D412E6DC11ADE16D0EEDE1FF94E0980DFC","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-1-hub\home\legacy-constructs\hub.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-1-hub\home\legacy-constructs\hub.html","AE21DE1F9F4AF3700109A57688CFCFC1513D905638CCED91ADAC1A3551085BEB","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-1-hub\home\legacy-constructs\hub2.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-1-hub\home\legacy-constructs\hub2.html","15A6028806FE711FCD3AE157303D942BD62908A1C333873FDA5F741D86AC3463","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-1-hub\home\legacy-constructs\index.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-1-hub\home\legacy-constructs\index.html","F1E66B72AED1D8AC25535118CD5EC3A2DB018AB2D2BD357175A9ED68C07CDE7A","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-1-hub\home\legacy-constructs\index2.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-1-hub\home\legacy-constructs\index2.html","E2C4E0C88881D98A951B52F58887B06EC7C3DBCBEEC48F5AD482A72D3FBBE106","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-1-hub\home\legacy-constructs\resonancehub.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-1-hub\home\legacy-constructs\resonancehub.html","DFA3989DEFA93775ADB88357B1A155C4CD3898F866AAA57FBCCD4975DE7D7FA8","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\contact\index.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\contact\index.html","FABCF968377346295449876B87BA0011A6C55E450370C51A1C45132DB8E08D30","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\contact\core-prototype\source.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\contact\core-prototype\source.html","1ED3A50EBCA2BC87A93F60AA604B1A4D8C7108BDA1972B6F4C1688F53110C09E","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\contact\current\source.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\contact\current\source.html","BDC4706BD210E5899DA649A72B23194C8CBA31EED5F97001E749581E97DF5D02","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\contact\git-history\2638afb7725c.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\contact\git-history\2638afb7725c.html","BDC4706BD210E5899DA649A72B23194C8CBA31EED5F97001E749581E97DF5D02","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\contact\git-history\316d14e17fe0.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\contact\git-history\316d14e17fe0.html","B6BA703123F01B6FEB507BC1372E80BB61F57EA9832D3479A803F8D692DDA8F6","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\contact\git-history\5aba80d071eb.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\contact\git-history\5aba80d071eb.html","0D2AE71220401F643A19D8583A21B4A4A833DD521DA70E78899056FD64416EE8","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\contact\git-history\5c6eceaa329b.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\contact\git-history\5c6eceaa329b.html","2A92BD4C706B140E2455E3AA458AA6290D5C3D43FC00A16475A70AFAE596B980","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\contact\git-history\7176af41eee6.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\contact\git-history\7176af41eee6.html","1ED3A50EBCA2BC87A93F60AA604B1A4D8C7108BDA1972B6F4C1688F53110C09E","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\contact\git-history\9f1aca6db6ed.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\contact\git-history\9f1aca6db6ed.html","20955F44988754F07AE58F28885138B61EAC41E1335767E7ACA6EBEBBEE1A58D","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\dialogues\index.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\dialogues\index.html","25676EC91F00B5805748CA10F673497AC8FF40FFC9EB390A89A7A3048DD8D0CE","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\dialogues\core-prototype\source.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\dialogues\core-prototype\source.html","ED54B6545CD4ED044583BEDFF795054209B34526D6D2087222D00E3D6607F097","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\dialogues\current\source.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\dialogues\current\source.html","9826EC6EC8E603A0878A29D6EEC4DE3880CB512E6860D1740CB52B6CB01B0EB3","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\dialogues\git-history\1ce2d9ebd604.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\dialogues\git-history\1ce2d9ebd604.html","C1366E9ECAA29BC513D67B57FF69924E215401381CC3186D0895985F1EBE713E","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\dialogues\git-history\2d15144f5052.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\dialogues\git-history\2d15144f5052.html","254B7337594E6A73F0431514F98BBDAF43AD70F95E6DDB7B8795608C8112C099","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\dialogues\git-history\306eadd7087a.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\dialogues\git-history\306eadd7087a.html","ED54B6545CD4ED044583BEDFF795054209B34526D6D2087222D00E3D6607F097","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\dialogues\git-history\5a99764de609.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\dialogues\git-history\5a99764de609.html","4F4980E15EF5D49732BE5393D306A5B4C5528C0CAC107B999550920B521B1624","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\dialogues\git-history\7386b1c0f9c4.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\dialogues\git-history\7386b1c0f9c4.html","EEC817BF63756A6720E98A023AA431EE2B2BEC7E261A1BFA511380BB9AE65948","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\dialogues\git-history\b3210b3c555a.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\dialogues\git-history\b3210b3c555a.html","9826EC6EC8E603A0878A29D6EEC4DE3880CB512E6860D1740CB52B6CB01B0EB3","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\dialogues\legacy-constructs\thresholddialogues.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\dialogues\legacy-constructs\thresholddialogues.html","4E07DD5C14FF0B26C713BC56B2092495910DCFE965F1A30A10B9C083E9DA4E81","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\discover\index.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\discover\index.html","A0B6EBEEC763A312B3C9B965C042261F551072B7DA25848CD25131761D692271","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\discover\core-prototype\source.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\discover\core-prototype\source.html","6C66CA410F6AE8BE7C1733EA90EB70DFBFB6326B2DFD8E73C9C8DE91D43CAB36","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\discover\current\source.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\discover\current\source.html","EC0B99CB9B8168DD9E58019A6CC2D9C153D2E2A0D2FA3468B3DF61BD5A94B556","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\discover\git-history\50ead4bd5ff8.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\discover\git-history\50ead4bd5ff8.html","4D1B5719C47D68F07B3BA77F5266A71BDCF335144209EC199021436A6BABA174","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\discover\git-history\bdda9a3ecbf0.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\discover\git-history\bdda9a3ecbf0.html","EC0B99CB9B8168DD9E58019A6CC2D9C153D2E2A0D2FA3468B3DF61BD5A94B556","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\discover\git-history\bf1cc733edc2.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\discover\git-history\bf1cc733edc2.html","6C66CA410F6AE8BE7C1733EA90EB70DFBFB6326B2DFD8E73C9C8DE91D43CAB36","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\engine\index.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\engine\index.html","D86CAC1BF81787FCBBB81BF76512E21ABEBA50B29AC9C7EC54586E5E7F2EA6DA","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\engine\core-prototype\source.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\engine\core-prototype\source.html","13C55D4E4D31F3EDEF3191D7085493E23A036CA5A1FB3D9FE30CF56C428F7BC3","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\engine\current\source.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\engine\current\source.html","82181A10627B95FFF6BAC2999D7DF0E30E859638B037306DA09DEDA4D122E900","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\engine\git-history\93ffdba9b02b.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\engine\git-history\93ffdba9b02b.html","0CDBA8058DD3515C4CB52966DBB9BA6D2A7239EC986E1DC1D8EA79E25B96A999","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\engine\git-history\bc7c8847d00a.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\engine\git-history\bc7c8847d00a.html","13C55D4E4D31F3EDEF3191D7085493E23A036CA5A1FB3D9FE30CF56C428F7BC3","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\engine\git-history\c044204c3371.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\engine\git-history\c044204c3371.html","82181A10627B95FFF6BAC2999D7DF0E30E859638B037306DA09DEDA4D122E900","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\ethos\index.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\ethos\index.html","8915B8571BD10DF095841DE762399946035C52088ED2D40FF5FEC6BECCE69674","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\ethos\core-prototype\source.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\ethos\core-prototype\source.html","9339AAF1E971F5D27E1EA079A16B8B3D8A45DE45CBA284675C493BE6C9EC3DAF","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\ethos\current\source.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\ethos\current\source.html","C9DB3554D9EEB573C807860CC48EA428AA82DC6E443775A5A1C32F6299528FD7","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\ethos\git-history\083c094df380.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\ethos\git-history\083c094df380.html","9339AAF1E971F5D27E1EA079A16B8B3D8A45DE45CBA284675C493BE6C9EC3DAF","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\ethos\git-history\11684309ad1e.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\ethos\git-history\11684309ad1e.html","3028D76A5D647FA95BF1E7A180A703CA674ED4DF5B705E373F02BC26F192C548","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\ethos\git-history\c143116fdeb2.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\ethos\git-history\c143116fdeb2.html","F310302F14D1763C2B99C13B7B2D81E44CDCA94F5FDE42FDBFBF60D4FCE3A389","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\ethos\git-history\cabc42869243.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\ethos\git-history\cabc42869243.html","5803E68E043BF2CE2C2093249619DA5262F25C382D48C0193A3F3D1ED565A104","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\ethos\git-history\dd88f6e2890b.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\ethos\git-history\dd88f6e2890b.html","C9DB3554D9EEB573C807860CC48EA428AA82DC6E443775A5A1C32F6299528FD7","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\ethos\git-history\e7c835b56949.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\ethos\git-history\e7c835b56949.html","67371FBBB2328993E3A6B8737331286F9CD72A2F1000051B2BE04AFDF4B4DC73","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\ethos\git-history\fed0b707974a.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\ethos\git-history\fed0b707974a.html","AE3EB2F0A140461075ABDA370C4CF8C26363926A45DC8710A710EC4C91D35191","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\glyphs\index.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\glyphs\index.html","AE55D1994FAF3375A6989A0D6F898287619CD34F53C20C0319A0F73B977909EA","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\glyphs\core-prototype\source.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\glyphs\core-prototype\source.html","C06BCD2858DE48AB7526C13A53FB296D3626E4A4BE7D5AFE39253033A3B1233C","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\glyphs\current\source.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\glyphs\current\source.html","BE2266DCC06D186B61CCE8F2DB619992EDB6CF77E02285553729486236007881","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\glyphs\git-history\0caf7d9dca23.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\glyphs\git-history\0caf7d9dca23.html","C0AC09C5F2A83CDA70BFCB6D552D6D13EFA82124DDE05F8993E18B25FDDC6195","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\glyphs\git-history\14e38c22a476.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\glyphs\git-history\14e38c22a476.html","C06BCD2858DE48AB7526C13A53FB296D3626E4A4BE7D5AFE39253033A3B1233C","COPIED"
"C:\Threshold-Node-Source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\glyphs\git-history\3fd2cdbda0d5.html","C:\Threshold\html-inventory\node-source-audit\vault-holding\website-history\spoke-wheel\level-2-spokes\glyphs\git-history\3fd2cdbda0d5.html","BE2266DCC06D186B61CCE8F2DB619992EDB6CF77E02285553729486236007881","COPIED"
